Id,Predicted
14693,3.380350e+05
14694,4.085870e+05
14695,1.755370e+05
14696,1.904630e+05
14697,4.850720e+05
14698,1.232000e+05
14699,4.040410e+05
14700,1.936100e+05
14701,2.552190e+05
14702,8.907900e+04
14703,3.668330e+05
14704,4.047380e+05
14705,1.156110e+05
14706,2.662930e+05
14707,1.419280e+05
14708,8.616700e+04
14709,1.317880e+05
14710,4.511400e+04
14711,3.682880e+05
14712,1.315300e+05
14713,3.481720e+05
14714,3.820460e+05
14715,1.410030e+05
14716,4.834480e+05
14717,2.262920e+05
14718,3.356110e+05
14719,2.133660e+05
14720,1.438860e+05
14721,4.982210e+05
14722,1.078420e+05
14723,4.687760e+05
14724,1.583080e+05
14725,2.744570e+05
14726,8.432200e+04
14727,8.365500e+04
14728,3.846200e+04
14729,7.778200e+04
14730,1.967090e+05
14731,1.365120e+05
14732,4.765140e+05
14733,1.294740e+05
14734,4.281800e+05
14735,1.549700e+04
14736,3.742310e+05
14737,1.355220e+05
14738,2.542620e+05
14739,3.339920e+05
14740,1.195210e+05
14741,1.912150e+05
14742,4.641420e+05
14743,1.736060e+05
14744,7.793300e+04
14745,2.006160e+05
14746,2.591840e+05
14747,4.378250e+05
14748,3.207780e+05
14749,4.823840e+05
14750,3.544840e+05
14751,1.703880e+05
14752,4.464410e+05
14753,4.920200e+04
14754,3.657940e+05
14755,4.518470e+05
14756,2.208490e+05
14757,1.197050e+05
14758,1.169130e+05
14759,2.193670e+05
14760,1.899990e+05
14761,2.716030e+05
14762,2.487540e+05
14763,4.162850e+05
14764,2.895670e+05
14765,1.879710e+05
14766,9.214100e+04
14767,2.581920e+05
14768,1.664230e+05
14769,2.004020e+05
14770,1.130400e+05
14771,3.509350e+05
14772,2.003890e+05
14773,4.381830e+05
14774,4.113740e+05
14775,3.048450e+05
14776,3.799710e+05
14777,3.621620e+05
14778,5.799900e+04
14779,2.867040e+05
14780,4.275900e+05
14781,4.829190e+05
14782,3.191850e+05
14783,3.072080e+05
14784,4.301630e+05
14785,2.615520e+05
14786,1.535840e+05
14787,2.598720e+05
14788,1.479510e+05
14789,8.823900e+04
14790,1.404250e+05
14791,2.803600e+04
14792,2.263570e+05
14793,1.790980e+05
14794,2.369200e+05
14795,4.722310e+05
14796,1.463000e+05
14797,1.638660e+05
14798,3.979780e+05
14799,3.528590e+05
14800,1.700450e+05
14801,4.427810e+05
14802,2.450030e+05
14803,2.251130e+05
14804,6.626800e+04
14805,5.106800e+04
14806,1.381720e+05
14807,4.648870e+05
14808,4.189740e+05
14809,2.533000e+04
14810,3.111590e+05
14811,1.331180e+05
14812,2.726300e+05
14813,1.579570e+05
14814,1.236950e+05
14815,3.814190e+05
14816,4.839680e+05
14817,1.494010e+05
14818,1.870110e+05
14819,1.508800e+04
14820,2.603810e+05
14821,1.932700e+04
14822,8.266800e+04
14823,3.746880e+05
14824,1.282440e+05
14825,4.054510e+05
14826,3.340670e+05
14827,3.281870e+05
14828,2.054200e+05
14829,1.124080e+05
14830,4.904670e+05
14831,4.713640e+05
14832,3.821850e+05
14833,2.339800e+04
14834,2.237800e+05
14835,4.943920e+05
14836,1.816270e+05
14837,1.459520e+05
14838,1.615600e+04
14839,2.126030e+05
14840,3.054450e+05
14841,4.875120e+05
14842,4.215300e+05
14843,8.555000e+04
14844,3.053800e+05
14845,1.250280e+05
14846,2.212370e+05
14847,4.242820e+05
14848,4.456770e+05
14849,1.352930e+05
14850,3.730960e+05
14851,4.374130e+05
14852,3.083380e+05
14853,3.199810e+05
14854,3.052350e+05
14855,2.577160e+05
14856,1.273130e+05
14857,3.697990e+05
14858,7.189300e+04
14859,4.124940e+05
14860,4.046780e+05
14861,2.186570e+05
14862,3.192900e+04
14863,2.523400e+05
14864,4.493730e+05
14865,4.284350e+05
14866,2.953340e+05
14867,4.061550e+05
14868,3.598760e+05
14869,8.442300e+04
14870,3.152930e+05
14871,4.627190e+05
14872,2.008520e+05
14873,3.582480e+05
14874,2.259420e+05
14875,8.963500e+04
14876,1.705430e+05
14877,1.254560e+05
14878,3.813020e+05
14879,2.873600e+05
14880,4.814500e+05
14881,4.210620e+05
14882,1.560400e+04
14883,1.646360e+05
14884,4.844460e+05
14885,3.723770e+05
14886,3.312160e+05
14887,3.883570e+05
14888,3.992070e+05
14889,4.059040e+05
14890,7.401100e+04
14891,3.312980e+05
14892,1.938000e+04
14893,5.777400e+04
14894,4.519180e+05
14895,1.909950e+05
14896,3.734470e+05
14897,4.196200e+05
14898,3.687460e+05
14899,2.238480e+05
14900,3.032190e+05
14901,1.487330e+05
14902,4.485050e+05
14903,1.947700e+04
14904,3.277600e+05
14905,4.067740e+05
14906,4.828720e+05
14907,4.990290e+05
14908,2.196490e+05
14909,3.083740e+05
14910,4.135600e+05
14911,2.529140e+05
14912,2.861270e+05
14913,3.496260e+05
14914,1.788860e+05
14915,2.944140e+05
14916,3.006450e+05
14917,4.545490e+05
14918,2.677150e+05
14919,3.099230e+05
14920,3.612530e+05
14921,3.402470e+05
14922,2.029740e+05
14923,3.937810e+05
14924,5.524700e+04
14925,2.719820e+05
14926,1.151310e+05
14927,3.642740e+05
14928,4.787290e+05
14929,1.764300e+05
14930,2.128050e+05
14931,4.745200e+04
14932,4.210340e+05
14933,2.634290e+05
14934,2.391600e+04
14935,1.800240e+05
14936,2.320090e+05
14937,1.840800e+05
14938,3.357020e+05
14939,4.009000e+05
14940,1.622400e+04
14941,7.140000e+04
14942,3.487820e+05
14943,2.294970e+05
14944,4.681620e+05
14945,2.629760e+05
14946,4.976670e+05
14947,3.556150e+05
14948,2.872220e+05
14949,3.301840e+05
14950,1.480010e+05
14951,2.387640e+05
14952,3.360160e+05
14953,2.837450e+05
14954,2.040060e+05
14955,7.252300e+04
14956,2.975450e+05
14957,2.443890e+05
14958,1.174540e+05
14959,2.558930e+05
14960,4.892880e+05
14961,3.758810e+05
14962,2.179880e+05
14963,3.679700e+04
14964,2.933830e+05
14965,2.938900e+04
14966,2.996120e+05
14967,4.739380e+05
14968,3.834480e+05
14969,4.325650e+05
14970,9.138700e+04
14971,1.966170e+05
14972,4.102850e+05
14973,2.788320e+05
14974,3.879110e+05
14975,5.879000e+04
14976,4.039420e+05
14977,4.708110e+05
14978,1.511670e+05
14979,3.554390e+05
14980,4.844440e+05
14981,4.995830e+05
14982,3.119200e+04
14983,3.635450e+05
14984,1.436540e+05
14985,2.638680e+05
14986,4.164290e+05
14987,2.692490e+05
14988,4.525410e+05
14989,4.790810e+05
14990,2.247830e+05
14991,2.079230e+05
14992,3.782050e+05
14993,2.490150e+05
14994,4.856900e+05
14995,3.588040e+05
14996,9.730800e+04
14997,1.311850e+05
14998,4.304440e+05
14999,3.632600e+04
15000,4.697070e+05
15001,1.560030e+05
15002,2.626770e+05
15003,2.267050e+05
15004,8.493600e+04
15005,5.838600e+04
15006,1.212650e+05
15007,2.107850e+05
15008,8.011900e+04
15009,2.465540e+05
15010,3.938520e+05
15011,4.485290e+05
15012,4.683710e+05
15013,4.132300e+05
15014,2.500750e+05
15015,2.836520e+05
15016,1.581940e+05
15017,2.832920e+05
15018,2.797770e+05
15019,3.075200e+04
15020,3.137650e+05
15021,9.370600e+04
15022,3.482940e+05
15023,4.974220e+05
15024,4.845940e+05
15025,4.233510e+05
15026,3.811700e+04
15027,4.597730e+05
15028,2.178250e+05
15029,3.113210e+05
15030,1.747300e+04
15031,6.802300e+04
15032,2.984720e+05
15033,4.628060e+05
15034,3.082620e+05
15035,2.591730e+05
15036,4.185770e+05
15037,3.416870e+05
15038,2.075240e+05
15039,2.102030e+05
15040,2.316650e+05
15041,2.203750e+05
15042,3.305110e+05
15043,1.100390e+05
15044,2.774350e+05
15045,3.985690e+05
15046,2.083160e+05
15047,2.594370e+05
15048,4.358190e+05
15049,2.298600e+04
15050,3.096400e+04
15051,3.833310e+05
15052,4.498980e+05
15053,1.194780e+05
15054,2.690570e+05
15055,5.485400e+04
15056,3.593950e+05
15057,1.956610e+05
15058,4.192230e+05
15059,2.541030e+05
15060,4.279770e+05
15061,2.537960e+05
15062,2.844930e+05
15063,2.035050e+05
15064,4.942920e+05
15065,3.735670e+05
15066,5.203500e+04
15067,2.148610e+05
15068,4.733250e+05
15069,4.821250e+05
15070,2.739900e+05
15071,2.932930e+05
15072,1.112480e+05
15073,4.900580e+05
15074,4.335300e+04
15075,3.201850e+05
15076,3.437990e+05
15077,2.429330e+05
15078,4.423510e+05
15079,1.244080e+05
15080,2.640270e+05
15081,4.467720e+05
15082,7.843100e+04
15083,3.327580e+05
15084,9.022000e+04
15085,9.696600e+04
15086,2.340420e+05
15087,2.688270e+05
15088,3.044910e+05
15089,5.150400e+04
15090,2.167100e+04
15091,3.633200e+04
15092,2.480600e+04
15093,3.740850e+05
15094,1.457720e+05
15095,1.977090e+05
15096,7.373000e+04
15097,1.119320e+05
15098,4.315500e+04
15099,3.452330e+05
15100,1.882470e+05
15101,4.797710e+05
15102,2.714980e+05
15103,3.562240e+05
15104,2.808900e+04
15105,3.072790e+05
15106,1.313430e+05
15107,2.638980e+05
15108,1.029520e+05
15109,2.025550e+05
15110,1.146420e+05
15111,1.419070e+05
15112,4.210330e+05
15113,3.489860e+05
15114,1.721540e+05
15115,1.024410e+05
15116,3.294040e+05
15117,4.250740e+05
15118,2.866460e+05
15119,5.860000e+04
15120,3.588810e+05
15121,4.935640e+05
15122,1.982800e+04
15123,3.204960e+05
15124,1.391620e+05
15125,4.267300e+05
15126,4.459310e+05
15127,4.768870e+05
15128,1.370810e+05
15129,3.967580e+05
15130,2.464970e+05
15131,2.946580e+05
15132,1.826880e+05
15133,1.909310e+05
15134,1.826250e+05
15135,3.008880e+05
15136,2.107090e+05
15137,2.963710e+05
15138,4.138480e+05
15139,9.898000e+04
15140,4.520380e+05
15141,2.527110e+05
15142,2.776850e+05
15143,9.384900e+04
15144,3.160890e+05
15145,4.439960e+05
15146,2.640810e+05
15147,4.909350e+05
15148,3.432840e+05
15149,3.621810e+05
15150,4.041600e+05
15151,4.161170e+05
15152,3.345450e+05
15153,2.993490e+05
15154,2.302290e+05
15155,3.614720e+05
15156,2.707770e+05
15157,3.408730e+05
15158,7.785700e+04
15159,1.032060e+05
15160,1.809000e+05
15161,3.643760e+05
15162,2.630170e+05
15163,1.847300e+05
15164,4.629840e+05
15165,2.133890e+05
15166,2.739160e+05
15167,2.281130e+05
15168,3.401650e+05
15169,4.210310e+05
15170,2.475870e+05
15171,4.618820e+05
15172,3.318610e+05
15173,1.337760e+05
15174,1.769190e+05
15175,4.438810e+05
15176,2.825740e+05
15177,3.959690e+05
15178,4.178660e+05
15179,1.342210e+05
15180,1.666850e+05
15181,4.600220e+05
15182,3.561880e+05
15183,2.550900e+04
15184,1.490040e+05
15185,2.318710e+05
15186,1.682620e+05
15187,4.636260e+05
15188,3.989880e+05
15189,1.620150e+05
15190,1.107580e+05
15191,3.478470e+05
15192,3.158980e+05
15193,8.402300e+04
15194,2.970820e+05
15195,2.908550e+05
15196,4.499750e+05
15197,3.435520e+05
15198,2.635100e+05
15199,3.290000e+04
15200,4.331200e+04
15201,3.598010e+05
15202,1.565710e+05
15203,3.354500e+05
15204,2.435300e+04
15205,2.038990e+05
15206,5.994900e+04
15207,1.840570e+05
15208,1.130520e+05
15209,3.508030e+05
15210,4.144130e+05
15211,2.949970e+05
15212,4.844290e+05
15213,3.025040e+05
15214,1.670610e+05
15215,2.195650e+05
15216,4.205200e+04
15217,3.998400e+05
15218,4.521920e+05
15219,1.244090e+05
15220,2.216600e+04
15221,2.391450e+05
15222,4.927300e+05
15223,2.343100e+04
15224,1.529920e+05
15225,7.571200e+04
15226,3.959230e+05
15227,3.150500e+04
15228,1.029740e+05
15229,2.195870e+05
15230,2.902300e+04
15231,7.296400e+04
15232,2.374360e+05
15233,3.322330e+05
15234,1.540180e+05
15235,1.031420e+05
15236,4.105190e+05
15237,1.544600e+04
15238,3.034520e+05
15239,3.505370e+05
15240,4.771020e+05
15241,1.640840e+05
15242,3.349510e+05
15243,2.713590e+05
15244,4.537300e+05
15245,4.999750e+05
15246,2.506040e+05
15247,4.370180e+05
15248,8.410300e+04
15249,4.775000e+04
15250,3.075990e+05
15251,3.848830e+05
15252,2.667070e+05
15253,4.107910e+05
15254,4.063890e+05
15255,2.364050e+05
15256,7.837400e+04
15257,4.743170e+05
15258,2.128700e+04
15259,2.693730e+05
15260,8.850700e+04
15261,4.720560e+05
15262,1.427760e+05
15263,8.426600e+04
15264,1.554720e+05
15265,7.186000e+04
15266,4.992490e+05
15267,3.385180e+05
15268,6.195200e+04
15269,1.322360e+05
15270,3.576650e+05
15271,3.396300e+05
15272,3.803110e+05
15273,9.298200e+04
15274,2.493920e+05
15275,1.182040e+05
15276,3.620060e+05
15277,3.393980e+05
15278,4.891340e+05
15279,1.049350e+05
15280,1.548560e+05
15281,2.602520e+05
15282,2.166520e+05
15283,1.610610e+05
15284,3.156680e+05
15285,1.000690e+05
15286,3.746400e+05
15287,6.410900e+04
15288,1.671290e+05
15289,4.333960e+05
15290,2.392610e+05
15291,3.832200e+04
15292,3.700280e+05
15293,4.053030e+05
15294,1.441970e+05
15295,1.082980e+05
15296,8.921000e+04
15297,2.449440e+05
15298,2.162030e+05
15299,4.707060e+05
15300,2.955200e+04
15301,4.686470e+05
15302,3.147000e+04
15303,4.387020e+05
15304,4.081620e+05
15305,3.763440e+05
15306,3.915160e+05
15307,4.406100e+04
15308,2.305390e+05
15309,4.305370e+05
15310,4.738300e+04
15311,1.673990e+05
15312,1.515610e+05
15313,5.474400e+04
15314,6.973800e+04
15315,1.524070e+05
15316,2.233830e+05
15317,1.861260e+05
15318,3.378390e+05
15319,4.513740e+05
15320,2.984750e+05
15321,2.657310e+05
15322,2.608500e+05
15323,4.497380e+05
15324,3.724940e+05
15325,2.388760e+05
15326,3.938330e+05
15327,4.397790e+05
15328,8.574900e+04
15329,2.772620e+05
15330,3.113500e+04
15331,3.858900e+05
15332,4.032550e+05
15333,2.931730e+05
15334,3.363910e+05
15335,4.715990e+05
15336,2.707900e+05
15337,4.297910e+05
15338,2.310240e+05
15339,4.927600e+04
15340,3.533550e+05
15341,4.077050e+05
15342,1.940000e+05
15343,2.609920e+05
15344,2.632420e+05
15345,2.391250e+05
15346,1.268390e+05
15347,2.737410e+05
15348,4.153890e+05
15349,1.414750e+05
15350,3.152470e+05
15351,2.039070e+05
15352,2.800260e+05
15353,7.784900e+04
15354,1.932360e+05
15355,2.744910e+05
15356,2.744870e+05
15357,4.099060e+05
15358,3.927420e+05
15359,1.186260e+05
15360,4.276270e+05
15361,2.869400e+05
15362,1.518580e+05
15363,3.622730e+05
15364,9.210900e+04
15365,3.331010e+05
15366,1.836500e+04
15367,4.946070e+05
15368,8.903100e+04
15369,3.932830e+05
15370,2.013290e+05
15371,1.090900e+05
15372,4.540500e+05
15373,2.755000e+04
15374,4.877950e+05
15375,4.806910e+05
15376,2.724140e+05
15377,3.659890e+05
15378,3.571520e+05
15379,3.708520e+05
15380,3.979850e+05
15381,1.965110e+05
15382,4.324400e+04
15383,4.652740e+05
15384,2.278740e+05
15385,4.768880e+05
15386,2.542090e+05
15387,4.716330e+05
15388,1.572170e+05
15389,4.261290e+05
15390,1.272720e+05
15391,3.228890e+05
15392,4.412660e+05
15393,3.642000e+04
15394,4.045600e+04
15395,2.411760e+05
15396,2.963420e+05
15397,3.824870e+05
15398,7.703300e+04
15399,1.086490e+05
15400,4.849550e+05
15401,2.220240e+05
15402,2.979990e+05
15403,4.492320e+05
15404,3.763410e+05
15405,3.247500e+05
15406,2.189710e+05
15407,2.906370e+05
15408,4.642580e+05
15409,1.187870e+05
15410,2.559700e+05
15411,2.735490e+05
15412,4.268900e+05
15413,2.497340e+05
15414,3.172640e+05
15415,1.829890e+05
15416,4.327210e+05
15417,2.899380e+05
15418,2.671980e+05
15419,3.680720e+05
15420,1.706260e+05
15421,4.884760e+05
15422,4.874640e+05
15423,4.623840e+05
15424,4.027400e+04
15425,1.684840e+05
15426,3.279340e+05
15427,1.604820e+05
15428,4.218560e+05
15429,4.509730e+05
15430,3.922870e+05
15431,6.334300e+04
15432,2.668040e+05
15433,4.262360e+05
15434,3.379780e+05
15435,9.301000e+04
15436,4.701290e+05
15437,4.387370e+05
15438,3.056570e+05
15439,1.549330e+05
15440,3.479500e+05
15441,2.323660e+05
15442,4.257810e+05
15443,3.960970e+05
15444,9.107600e+04
15445,4.235070e+05
15446,4.814510e+05
15447,1.679450e+05
15448,1.137860e+05
15449,1.217060e+05
15450,4.926710e+05
15451,4.211660e+05
15452,6.690300e+04
15453,1.606350e+05
15454,4.455570e+05
15455,4.958170e+05
15456,2.652240e+05
15457,4.469940e+05
15458,2.112450e+05
15459,1.430160e+05
15460,4.000440e+05
15461,4.693570e+05
15462,2.332410e+05
15463,2.010290e+05
15464,2.151910e+05
15465,1.499650e+05
15466,1.578700e+04
15467,4.810300e+05
15468,2.793170e+05
15469,4.456500e+05
15470,4.675830e+05
15471,2.286150e+05
15472,3.504780e+05
15473,1.613300e+05
15474,1.889530e+05
15475,4.835800e+05
15476,4.099560e+05
15477,4.919760e+05
15478,3.139400e+05
15479,3.553460e+05
15480,1.753850e+05
15481,3.638860e+05
15482,1.439320e+05
15483,4.877410e+05
15484,4.745700e+05
15485,1.609030e+05
15486,3.523810e+05
15487,4.019740e+05
15488,2.599200e+04
15489,4.761540e+05
15490,2.811190e+05
15491,2.013100e+05
15492,4.985720e+05
15493,4.738270e+05
15494,7.253700e+04
15495,2.441500e+05
15496,5.687200e+04
15497,2.036690e+05
15498,1.559590e+05
15499,3.799580e+05
15500,6.423000e+04
15501,2.171060e+05
15502,4.692030e+05
15503,2.809270e+05
15504,5.688600e+04
15505,3.894440e+05
15506,2.912300e+05
15507,2.567170e+05
15508,4.971270e+05
15509,4.769620e+05
15510,4.641190e+05
15511,3.902630e+05
15512,2.783040e+05
15513,2.987160e+05
15514,3.529660e+05
15515,4.226840e+05
15516,4.645100e+04
15517,4.282770e+05
15518,2.409540e+05
15519,1.999450e+05
15520,4.689460e+05
15521,1.036360e+05
15522,7.376600e+04
15523,1.396080e+05
15524,4.899490e+05
15525,2.703600e+04
15526,1.990240e+05
15527,1.259260e+05
15528,4.478140e+05
15529,2.883950e+05
15530,2.975520e+05
15531,6.961900e+04
15532,3.218910e+05
15533,4.102600e+04
15534,1.463150e+05
15535,2.816830e+05
15536,3.023500e+05
15537,4.205400e+05
15538,3.298430e+05
15539,2.497410e+05
15540,1.785130e+05
15541,1.141510e+05
15542,4.883900e+04
15543,3.332780e+05
15544,1.174760e+05
15545,4.105100e+04
15546,2.532280e+05
15547,4.014120e+05
15548,1.724140e+05
15549,1.604460e+05
15550,9.181400e+04
15551,8.897900e+04
15552,4.312120e+05
15553,3.692870e+05
15554,3.463190e+05
15555,3.562200e+05
15556,3.558060e+05
15557,2.703720e+05
15558,2.848580e+05
15559,2.548020e+05
15560,4.084390e+05
15561,1.657230e+05
15562,2.421740e+05
15563,4.783980e+05
15564,3.920460e+05
15565,2.098020e+05
15566,9.418600e+04
15567,2.472370e+05
15568,8.551900e+04
15569,2.735290e+05
15570,3.315000e+04
15571,2.134070e+05
15572,1.312300e+05
15573,4.247780e+05
15574,3.038500e+04
15575,1.618630e+05
15576,5.056700e+04
15577,4.703310e+05
15578,3.098030e+05
15579,1.976440e+05
15580,4.616810e+05
15581,1.740340e+05
15582,3.426300e+05
15583,1.247350e+05
15584,2.082170e+05
15585,2.563120e+05
15586,4.857910e+05
15587,3.315040e+05
15588,2.396340e+05
15589,1.770500e+05
15590,2.096040e+05
15591,3.218400e+05
15592,2.062490e+05
15593,2.494600e+04
15594,2.558910e+05
15595,1.868170e+05
15596,3.118100e+05
15597,3.598230e+05
15598,4.608700e+04
15599,1.303520e+05
15600,3.636710e+05
15601,4.541910e+05
15602,7.960800e+04
15603,1.499840e+05
15604,4.294370e+05
15605,3.044350e+05
15606,4.251480e+05
15607,1.876010e+05
15608,1.663200e+05
15609,3.508080e+05
15610,2.046490e+05
15611,1.045080e+05
15612,2.527030e+05
15613,1.360720e+05
15614,4.574480e+05
15615,2.866750e+05
15616,4.302280e+05
15617,5.346500e+04
15618,2.956000e+05
15619,1.969950e+05
15620,3.236380e+05
15621,1.676460e+05
15622,2.909560e+05
15623,1.121020e+05
15624,1.047400e+05
15625,4.045640e+05
15626,3.722890e+05
15627,1.197390e+05
15628,1.874590e+05
15629,1.107480e+05
15630,2.226640e+05
15631,3.202100e+05
15632,2.712290e+05
15633,2.919900e+05
15634,3.336470e+05
15635,1.212970e+05
15636,4.227990e+05
15637,2.928860e+05
15638,4.771600e+05
15639,1.188140e+05
15640,4.874650e+05
15641,6.352900e+04
15642,4.552760e+05
15643,2.317300e+04
15644,6.201300e+04
15645,1.873730e+05
15646,1.024440e+05
15647,3.657540e+05
15648,1.682050e+05
15649,1.034190e+05
15650,3.694810e+05
15651,4.877770e+05
15652,4.973680e+05
15653,2.163180e+05
15654,9.299500e+04
15655,8.438000e+04
15656,1.458980e+05
15657,1.468440e+05
15658,4.097550e+05
15659,9.410900e+04
15660,4.225260e+05
15661,3.045300e+04
15662,1.822120e+05
15663,7.136600e+04
15664,1.173260e+05
15665,4.925210e+05
15666,1.804330e+05
15667,1.977440e+05
15668,2.626510e+05
15669,2.130370e+05
15670,1.141900e+05
15671,1.766590e+05
15672,4.423630e+05
15673,2.757340e+05
15674,2.292440e+05
15675,3.551410e+05
15676,1.125710e+05
15677,3.604890e+05
15678,4.004750e+05
15679,3.966400e+05
15680,7.211600e+04
15681,4.195500e+04
15682,3.219900e+05
15683,2.031720e+05
15684,2.181210e+05
15685,2.155940e+05
15686,1.960310e+05
15687,2.313300e+04
15688,1.716990e+05
15689,3.304100e+04
15690,3.032640e+05
15691,3.742070e+05
15692,4.378020e+05
15693,8.074900e+04
15694,1.492390e+05
15695,3.005530e+05
15696,4.650410e+05
15697,4.739620e+05
15698,1.502220e+05
15699,4.386030e+05
15700,2.949580e+05
15701,4.453640e+05
15702,4.408590e+05
15703,4.173550e+05
15704,1.537610e+05
15705,1.444390e+05
15706,8.759100e+04
15707,3.678650e+05
15708,3.415490e+05
15709,3.962760e+05
15710,4.508370e+05
15711,1.052880e+05
15712,4.766920e+05
15713,4.235030e+05
15714,1.650870e+05
15715,1.948900e+04
15716,5.753900e+04
15717,3.980790e+05
